äriteadmus seminar,MTAT.03.287
rahvusvaheline suhe,P2OG.02.199
magistriseminar,FLEE.00.050
grupitöö oskus,SHSS.02.004
isiksus ja sotsiaalpsühholoogia,P2VK.09.006
kemomeetria,LOKT.08.005
lõputöö,P2VK.01.264
teadusartikkel kirjutamine metoodika ja publitseerimine,MV00.00.010
vana-venemaa ajalugu,HVAJ.07.001
spektroskoopiaseminar,LOFY.02.036
magistriseminar materjalitehnoloogia,LOFY.02.032
õppimine ja õpetamine,P2VK.05.371
võtmetehnoloogia tänapäev,LOTI.01.005
ballett ii,P2VK.04.010
loovtants,P2VK.04.255
doktoriseminar loodusgeograafia,LOOM.02.211
praktiline metsandus,P2VK.01.198
magistriõpe seminar,SVHI.01.054
tuniisheegeldamine,P2VK.01.433
digipädevus täiskasvanuharidus,SVHI.01.045
palkehitus praktika,HVVK.01.030
õppimine nüüdisaegne käsitus,SVHI.01.038
projektipraktika,SHUH.04.035
sissejuhatus nüüdisaegne õpikäsitus,SVHI.01.031
õigustekst tõlge teine võõrkeel,HVLC.07.003
eetika ja religioosne mitmekesisus,HVUS.02.010
seksuaaleetika ja - filosoofia,FLFI.02.155
innovaatiline toode ja teenus turundus,MJJV.02.097
ettevõte aruandlus ja analüüs,SVMJ.06.001
ettevõtlusrahandus alune,SVMJ.06.002
rõivakujundus praktika,HVVK.01.009
doktoriseminar maastikuökoloogia ja keskkonnakaitse,LOOM.02.214
läbirääkimisoskus,HTHT.01.032
uurimuslik õpe toetama innovaatiline tehnoloogia,SVHI.06.004
uuriv ajakirjandus,SVUH.00.079
haridustehnoloogiline uurimistöö,SVHI.06.009
tehnoloogiakasutus kriitiline teema haridus,SVHI.06.015
majandusinformatsioon töötlemine põhialus,MJJV.03.172
kommunikatsioonijuht praktika,SVUH.03.003
ansambel ii,P2VK.02.671
hääleseade,P2VK.04.588
uurimis ja analüüsimeetod kultuurikorraldus,HVKU.03.008
"saksa keel eelkesktase ii , tase a2 . 2 > b1 . 1",HVLC.04.011
avalik teenus arendamine,SVPC.01.009
"tüvirakk , kasvaja ja kasvaja tüvirakk",LTMR.00.016
"kultuurisündmus , publik ja retseptsioon",HVKU.03.018
"saksa keel algtase i ( inglise keel baas ) , tase 0 > a1 . 1",HVLC.04.016
inimene põhiliikumine funktsionaalne analüüs,KKSB.05.087
poliitika ja inimene,SHRG.00.033
bioorgaaniline keemia,LTKT.10.001
uurimispraktika,SVNC.00.013
magistriseminar eksperimentaalfüüsika,LOFY.01.084
majandustekst tõlge teine võõrkeel,HVLC.07.001
töötamine uurimisgrupp,MVPT.02.019
muusika ja rütmika koolieelne lasteasutus,SVNC.00.078
lisapill i,P2VK.02.459
ärianalüütikk,MTAT.03.319
meistriklass ii,P2VK.04.569
areng ja kultuuripsühholoogia eriseminar,SOPH.00.331
rütmika ii,P2VK.02.352
organisatsiooniõpetus,P2VK.05.191
eetika seminar,FLFI.02.028
digitaalne arhiveerimine praktika,P2VK.03.246
metoodika ja kontekst omandamine praktikum,SVHI.01.052
vaatluspraktika,SVHI.01.053
tähesüsteem ja galaktika füüsika,LTTO.00.017
maalimine ii,P2VK.01.010
makroökonoomika valitud teema,SVMJ.05.002
sissejuhatus nüüdisaegne õpikäsitus,SVHI.08.001
statistiline füüsika magistrikursus,LTFY.04.003
rakendusfüüsika projekt,LTFY.03.007
probleemilahendamine haridustehnoloogia,SVHI.06.017
juriidiline ja akadeemiline inglise keel 1,P2OG.04.056
taimetundmine praktika,LOOM.01.043
eesti keel praktiline süntaks,HVEE.05.015
sotsioloogia metodoloogia üldkursus,SOSS.02.081
tantsukompositsioon i,P2VK.04.251
tantsumaja,HVVK.12.029
"lugemisgrupp : mälu , aeg ja modernsus",FLFI.02.165
innovatsioon juhtimine,SVMJ.07.003
uurimuslik õpe,SVHI.06.003
uurimistöö ii ( karistusõigus ),P2OG.02.227
loomuuring eetika,LTOM.04.004
"vene keel grammatika ii ( 100%e - õpe ) , tase b1",HVLC.05.034
"loodusteadus , tehnoloogia ja ühiskond",LOLO.00.082
karjäär kujunemine ja kujundamine,SVPH.00.013
massikultuur ajalugu eestima,HVAJ.03.005
teadmuspõhine iduettevõtlus,SVMJ.02.005
grupiõpe didaktika,HVVK.02.003
rahvatants 2018 / 2019,HVVK.12.024
arenguteooria,SOPH.00.311
teadus aimeloeng,LOFY.01.099
fülogeneesipuue rakendus ökoloogia ja evolutsioon,LTOM.04.002
"el laienemine , siirdeprotsess ja naabruspoliitika",P2EC.00.131
maalimine ii,HVVK.01.028
juhendamine ja nõustamine,SVHI.01.027
digipädevus haridusjuht,SVHI.01.035
õppimine ja õpetamine uurimine,SVHI.01.037
eesti keel sõnavara ajalugu ja keelekontakt,FLEE.04.138
magistriseminar,SVMJ.00.011
immunoloogia,MVBS.06.001
eksperimentaalpsühholoogia eriseminar iii,SVPH.00.008
loogika seminar,FLFI.04.062
doktorikursus maastikuökoloogia ja keskkonnakaitse,LOOM.02.218
õpe mängustamine,SVHI.06.021
füüsikaline farmaatsia,MVFA.00.008
näitlejameisterlikkus,P2VK.04.600
süstemaatiline mükoloogia,LOOM.01.035
magistrieksam,SVSV.00.005
liikumisretsept,KKSB.05.088
kultuuriturundus,HVKU.03.005
transport teooria ja rakendus,MTAT.08.043
praktiline harmoniseerimine klaver iii,P2VK.02.518
sissejuhatus kultuurikorraldus,HVKU.03.020
euroopa mõttelugu sissejuhatus,FLFI.05.022
innovaatiline organisatsioon ja organisatsioonisisene ettevõtlus,SVMJ.03.005
vene keel algaja i osa,P2PC.00.509
põhipill pedagoogiline repertuaar,HVVK.02.004
haige uurimine sisekliinik,ARSK.05.019
"saksa keel algtase i , tase 0 > a1 . 1",HVLC.04.007
idee teostus,SVSV.00.002
pedagoogiline praktika,HVVK.02.002
vabaühendus ja tema juhtimine,P2PC.01.161
eesti kunst ärkamisaeg kuni 1940 aasta,HVAJ.05.007
magistriseminar,SVPC.00.026
materjalifüüsika praktikum ii . elekter ja magnetism,LOFY.02.006
majandustekst tõlge esimene võõrkeel ja võõrkeel,HVLC.07.010
kultuurilooline tartu,HVEE.05.004
eesti kultuur ja ajalugu i,HVEE.05.008
menetluspraktika materjalitehnoloogia,LOFY.02.033
elektroakustika,P2VK.02.383
doktoriseminar iii,MV00.00.014
keelesemiootika,FLSE.00.054
sissejuhatus filosoofia,FLFI.00.113
kontaktimprovisatsioon õpetamine praktika,P2VK.04.573
ettevõtja baaskursus praktika,MJCV.00.005
valutöö tehnoloogia,HVVK.01.071
keemiline analüüs ja metroloogia praktikum,LOKT.06.033
magistritöö,MJ00.00.042
karjääriplaneerimine ja karjääriteenus,SVHI.01.044
põhipraktika,SVHI.01.056
finantsökonomeetria,SVMJ.04.004
putukaökoloogia,LTOM.04.003
kooliülesanne lahendamine metoodika,LTFY.01.008
lineaarne ahel ja süsteem,LTFY.01.021
tehnoloogia kasutamine haridus,SVHI.06.010
probleemilahendamine,SVHI.06.012
digitaalne kommunikatsioon ja koostöö,SVHI.06.018
ülikool õpetamine praktika,LOKT.00.012
kirjastuspraktika,HVKU.05.008
majanduspoliitika alune,HVVK.03.010
kliendisuhe juhtimine ja analüüs,SVMJ.09.002
sissejuhatus filosoofiaõping,FLFI.00.106
orientalistikk seminar,HVKU.10.001
"eesti keel algtase i ( 100%e - õpe ) , tase 0 > a1 . 1",HVLC.09.029
kolmas sektor ja kultuurikorraldus,FLKU.03.009
"eesti viipekeel algkursus , tase 0 > a1 . 1",HVVK.12.030
nahkese õmblemine tehnoloogia i,P2VK.01.309
spektroskoopia alune,LOFY.02.019
võru keel järgkursus,HVEE.01.008
kultuurharidus vaatluspraktika,P2VK.05.173
geoinformaatika alune,LTOM.02.012
kultuurikorraldus alune,P2VK.05.047
( laps ) vanem olemine : praktiline filosoofia lugemisseminar,FLFI.02.163
erialapraktika biomeditsiin,LTMR.00.018
avalik e - teenus,OIAO.05.071
keeleline osaoskus õpetamine koolieelne iga,HTHT.02.042
uurimistöö i ( karistusõigus ),P2OG.02.226
praktika,SORG.00.069
"rootsi keel algtase i , tase 0 > a1 . 2",HVLC.06.004
arukas transpordisüsteem uurimisprojekt,LTAT.06.006
sotsioloogia doktoriseminar i : publitseerimine ettevalmistus,SVUH.00.001
mobiilirakendus loomine,SVNC.00.057
metall konserveerimine praktika,HVVK.01.075
rütmika i,P2VK.02.057
ioniseeriv kiirgus füüsika,LTFY.03.003
tehnoloogia ja innovatsioon,SVUH.00.021
"rootsi keel algtase ii , tase a1 . 2 > a2 . 1",HVLC.06.005
genealoogia ja mõisteajalugu,FLFI.05.014
mõiste - eetika,FLFI.04.073
kooligeograafia,LTOM.05.002
"saksa keel kõrgtase i , tase b2 . 1 > b2 . 2",HVLC.04.014
helitehnoloogia alune,HVVK.02.024
koolipsühholoogia eriseminar,SOPH.00.534
pilliõpetus didaktika,HVVK.02.022
"rootsi keel algaja i , ( inglise keel baas ) , tase 0 > a1 . 2",HVLC.06.010
praktika,FLFI.00.097
inforessurss digitaalne säilitamine praktika,SVUH.04.016
heaolu ja elustiil uurimine,SVPC.00.034
sotsiaalne ettevõtlus ja innovatsioon,SVPC.03.008
uurimistöö i ( eraõigus ),P2OG.01.086
tõlkeabiprogramm ja tõlkemälu,HVLC.07.008
"vene keel eelkesktase ( inglise keel baas ) , tase a2 > b1",HVLC.05.014
riigiõigus,P2OG.02.058
maalimine meistriklass,P2VK.04.520
õenduspedagoogiline praktika,AROT.00.009
eesti semiootiline ( de ) konstrueerimine,FLSE.00.307
eesti keel välisüliõpilane,HVVK.12.004
õigus ja õigusloome alune,SVOI.00.001
magistritöö,SVHI.01.055
pinnaviimistlustehnika algkursus,P2VK.01.376
vormitöö algkursus ii,P2VK.01.373
lõige konstrueerimine ja kohandamine,P2VK.01.244
tehniline joonestamine,HVVK.01.064
eriala menetluspraktika,LOOM.02.208
uurimistöö ( karistusõigus ) ii,OIAO.01.050
tehnoloogia loovkasutus : teooria ja rakendus,SVHI.06.019
praktika,SVMJ.00.005
arvutiriistvara i,LOFY.03.001
lisapill iii,P2VK.02.756
"venemaa kultuurilugu : ideoloogia , see mõju ja ühiskond areng 19 - 21 saj algus",HVKU.10.002
inimõigus blogi,P2OG.02.235
analüütiline keemia ii,MVFA.00.003
praktiline eesti keel õpe,HVEE.05.019
"andmed töötlus , visualiseerimine ja kommunikatsioon",SVMJ.04.006
erialapraktika keskkonnaseire tehnoloogia,LOFY.05.057
saksa keel erialane suhtlus,HVLC.04.026
rotatsioonipraktika tehnika ja tehnoloogia,LOTI.01.007
ajalugu andmebaas,HVAJ.02.003
magistritöö ( kunst ja tehnoloogia õpetaja ),HVVK.03.004
strateegiline juhtimine,MJJV.08.053
kaasaegne tants õpetamine praktika,P2VK.04.570
sissejuhatus tõlketeadus,HVLC.07.006
meistrikoda praktika,P2VK.01.412
ehituskonstruktsioon ii,P2VK.01.217
isiklik professionaalne areng,SVHI.01.034
muutus juhtimine ja innovatsioon,SVHI.01.033
õppimine toetamine ja juhtimine,SVHI.01.039
sissejuhatus hariduslik eestvedamine,SVHI.01.036
haridusasutus korraldus ja administreerimine ümbritsev keskkond ja kogukond kontekst,SVHI.01.042
geriaatria algkursus,ARSK.01.057
eksperimentaalpsühholoogia eriseminar ii,SHPH.00.006
magistriseminar,HVKU.03.009
tootekujundus praktika,HVVK.01.010
korraldustöö praktikum,P2VK.05.225
meditsiinitehnoloogia korraldus,LTFY.01.020
koostöine õppimine,SVHI.06.008
haridustehnoloogia sisuloome,SVHI.06.006
tõlkimine roll ajakirjandus,HVLC.07.005
sissejuhatus õpianalüütikass,SVHI.06.016
sotsiaalfarmaatsia ja ravim ohutus,MVFA.00.007
stohhastiline mudel seminar,MTMS.00.043
spordijuhtimine praktika,KKSP.03.037
õping tartu ülikool,FLFL.00.015
magistritöö,SOCC.00.014
avatud ja koostööpõhine humanitaaria,HVHV.00.005
inimõigus ja üleminekuaeg õig ( l ) us,P2OG.02.218
tarkvara testimine,SVNC.00.058
seenematk,LTOM.01.005
farmatseutiline keemia ii,MVFA.00.006
helisalvestus i,P2VK.02.721
erivajadus laps areng toetamine enne kooliiga,SHHI.03.004
"prantsuse keel kõrgtase i , b2 . 1 > b2 . 2",HVLC.03.014
lisapill,HVVK.02.017
terviseregister ja andmekvaliteet,MVPT.04.004
võrdlev sotsiaalpoliitika,SVUH.00.048
inimene ja tehnoloogia,HVVK.01.051
projektipraktika,SVNC.00.012
erikursus masinõpe,MTAT.03.317
kaasaegne sotsiaaltöö teooria,SOSS.04.220
juhendajaseminar,LOLO.00.080
gümnaasium loodusteadus õpetaja põhipraktika,LOLO.00.073
eesti keel jätkukursus i,P2NC.00.948
aktiivõpe füüsika õpetamine,LOFY.01.071
pärimuskombestik,P2VK.05.205
"saksa keel grammatika ii ( 100%e - õpe ) , tase b1",HVLC.04.019
süvendatud taani keel filoloog,HVLC.06.017
keha ja hing varauusaegne briti filosoofia,FLFI.01.109
ettevõtluspedagoogika alune,SVHI.01.059
stressijuhtimine,AROT.00.051
eesti keel hääldusõpetus,HVEE.05.016
keemiline analüüs praktikum algaja,LTKT.06.009
haridusasutus strateegiline juhtimine,SVHI.01.040
õppiv organisatsioon kultuur loomine ja juhtimine kogukond kontekst,SVHI.01.041
üldkompositsioon i,HVVK.01.094
teaduskorraldus praktika,FLEE.00.051
kuidas tartu ülikool edukas olema ?,LO00.00.001
eesti keel korraldamine ja seisund,FLEE.02.186
galvaanika,HVVK.01.083
psühhiaatriline häire neuroimmunoloogia,MVBS.03.002
ungari keel kursus algaja inglise keel baas,FLEE.06.179
kohtupsühholoogia,SOPH.00.178
õppimine psühholoogia,SVHI.08.002
uurimistöö ( karistusõigus ) i,OIAO.01.049
erialane edu strateegia,LTFY.01.018
biofarmaatsia,MVFA.00.015
sissejuhatus digihumanitaarias,HVHV.00.002
sissejuhatus eesti kultuur,HVVK.12.019
vaatluspraktika,SVUH.00.074
meedia ja kommunikatsioon teooria seminar,SVUH.00.011
lisapill,P2VK.02.517
majandusprobleem kaasusanalüüs,SVMJ.00.002
"vene keel kultuur kontekst , tase b1 > b2",HVLC.05.005
inimõigus ja haridus,P2OG.02.219
eesti keel meedia,P2NC.01.135
vene keel ja kultuur lühikursus ( inglise keel baas ),HVLC.05.015
naine ja loode tervis ja heaolu,LTMR.01.004
eksperimentaalpsühholoogia,SOPH.00.285
klassikaline väljateooria,LOFY.04.061
rakenduslik hüdrodünaamika,LOFY.05.049
doktoriseminar geoinformaatika,LOOM.02.212
sotsiaalplaneerimine,SVPC.03.006
põhipill iv,P2VK.02.413
juhtimine,SVMJ.03.013
doktoriseminar ii,MV00.00.012
bakalaureusetöö seminar,P2PC.01.140
võimlemine algõpetus,MVSF.00.005
"rootsi keel keskaste ii , tase b1 . 2 > b2 . 1",HVLC.06.009
ühiskond ja kultuur,SVUH.00.077
kuidas õppima kõrgkool,HVVK.03.015
pärimuskultuur tänapäev ühiskond,HVVK.03.006
sotsioloogia doktoriseminar ii : teadustöö tulemus publitseerimine,SVUH.00.002
sotsiaalne ja tööalane rehabilitatsioon korraldus,SVPC.03.009
ülikool õpetamine praktika,FLGR.05.079
muusikaõpetus,P2VK.05.204
ühiskond inforessurss haldamine,FLAJ.02.148
moderntants i,P2VK.04.358
magistriprojekt,FLGR.04.314
pärimuskultuur ja turismitootearendus,SVPC.02.004
kaasaeg majandus ja sotsiaalajalugu,SVJS.00.007
turismiturundus,P2PC.02.067
poliitikateooria probleem ja vaidlus,SHRG.00.035
"hispaania keel algkursus i ( inglise keel baas ) , tase 0 > a1 . 1",FLKE.05.034
tantsukompositsioon iv,P2VK.04.561
ajalooline hoone uuring,HVVK.01.103
aktiivõpe,P2NC.00.783
ansambel i,P2VK.02.717
põhipill iv,P2VK.02.677
koorijuhtimine,HVVK.02.014
"autoriõigus , leping , produktsioon ja marketing",P2VK.02.748
doktoriseminar ökotehnoloogia,LOOM.02.219
kosmosetehnoloogia projekt,LTTO.00.004
seltskonnatants õpetamine praktika,P2VK.04.574
improvisatsioon,P2VK.02.728
füüsika,SVNC.00.051
sissejuhatus tarkvara r,SVMJ.04.011
ettevõte rahvusvahelistumine juhtimine,SVMJ.07.002
praktiline vene keel,SVNC.00.082
"india religioon , filosoofia ja kultuur ajalugu",HVUS.06.005
ajalooline küttekolle,HVVK.01.107
tarkvara arcgis,LTOM.02.015
uurimispraktika turismiorganisatsioon,SVPC.02.003
muusik-tehnoloog kutsepraktika,HVVK.02.010
visuaalne reklaam teooria ja praktika,P2VK.04.554
"vene keel vene film baas . vestluskursus kõrgtase , tase b2 > c1",HVLC.05.003
lõimitud toode,HVVK.01.055
"erialane inglise keel geenitehnoloogia üliõpilane , tase b2 . 1 > b2 . 2",HVLC.01.011
arranžeerimine ii,HVVK.02.023
stuudioseade,P2VK.02.628
valguskujundaja eriala praktika,P2VK.04.558
c . orff süsteem alune,P2VK.02.252
visuaalne kommunikatsioon disain,SVPC.02.013
rahvusvaheline rahastamisprogramm ja projekt juhtimine,P2EC.00.137
improvisatsioon i,P2VK.04.357
"saksa keel kesktase ii , tase b1 . 2 > b2 . 1",HVLC.04.013
saksa keel algkursus i,P2VK.09.023
põhipill iii,P2VK.02.463
üldkompositsioon,P2VK.04.644
ajalooline avatäide,HVVK.01.105
tantsutehnika ja treeningsüsteem ii,P2VK.04.596
magistritöö füsioteraapia eriala,KKSB.05.059
improvisatsioon alune i,P2VK.02.458
doktorikursus ökotehnoloogia,LOOM.02.220
erialane praktika,MTMS.01.087
lugemisoskus ja vilumus arendamine inglise keel i,P2PC.00.559
sündmus ohutus ja turvalisus,P2VK.05.395
loomemajandus alune,P2VK.05.346
erialapraktika,P2VK.02.760
põhipill pedagoogiline repertuaar,P2VK.02.735
eesti foneetika ja fonoloogia,FLEE.09.017
liikuv pilt - varajane film kuni 1930,HVLC.04.025
koorijuhtimine ii,P2VK.02.762
pedagoogiline praktikum ii,HVVK.03.007
kaasaegne suundumus psühholoogia i,SVPH.00.003
erialane inglise keel eripedagoog ( b2 keeletase ),SVHI.02.006
rahvusvaheline arvestus ja aruandlus,SVMJ.06.004
kvaliteedisüsteem,LTKT.06.015
3. modelleerimine õpetaja,LOTI.05.067
maateadus alune i,LOOM.03.115
tantsukompositsioon ii,P2VK.04.252
informatsioonindus ajalugu,SVUH.04.009
erialapraktika,LTOM.02.008
ansambel iv,P2VK.02.376
treening monitooring,KKSP.04.045
selgroogne määramine loodus,LTOM.04.001
dendrokronoloogia,LOOM.02.193
tantsuõpetus didaktika,P2VK.04.471
sporditraumatoloogia,ARSM.00.014
tantsutehnika ja treeningsüsteem i,P2VK.04.593
sanskrit keel edasijõudnu . tekst lugemine ja analüüs,FLKU.10.005
kivitöö praktika,P2VK.01.395
kunst ja tehnoloogia pidev praktika,HVVK.01.056
protsess ja projektijuhtimine heaolu teenus disain,SVPC.02.012
näitlejameisterlikkus meistriklass,P2VK.04.632
seiklustegevus praktika,HVVK.03.009
ametipärimus kogumine,P2VK.04.628
ajalooline hoone uuring,HVVK.01.104
andekus psühholoogia ja pedagoogika küsimus,SHHI.03.012
valitud tekst teoreetiline filosoofia õppetool poolt,FLFI.04.031
draamaõpe praktika,P2VK.05.355
uurimismetoodika õendusteadus i,MVPT.02.002
magistritöö,HTHT.00.120
alus ja algharidus doktoriõpe eriseminar iii,HTHT.02.046
äriprojekt juhtimine,SVMJ.03.012
"saksa keel algtase ii , tase a1 . 1 > a1 . 2",HVLC.04.008
sissejuhatus digitaalmeedia,SVUH.01.003
põhipill,HVVK.02.021
"sissejuhatus kesk ja ida-euroopa , venemaa ja euraasia uuring",SVJS.00.006
muusikateooria i,P2VK.02.646
projekt ja võrgustik haridusteadus,SVHI.01.009
füüsikaline keemia praktikum ii,LOKT.02.042
ansambel iv,P2VK.02.101
live kontsert helindamine i,P2VK.02.742
suveräänsus ja maailmakord,SHRG.03.011
loovettevõtja reflektiivkursus,HVVK.12.008
valguskujundus,P2VK.04.542
erialapraktika,P2VK.02.488
startup ettevõte turundus praktika,SVMJ.09.007
mäng koolieelne iga,SHHI.02.033
teadusartikkel kirjutamine alune,LOOM.04.037
põhipill i,P2VK.02.580
meedia efekt ja efektiivsus,SOZU.03.250
kultuuridevaheline kommunikatsioon praktikum,P2VK.05.161
eesti keel foneetika,P2NC.00.759
kaasaegne suundumus militaarpsühholoogia,SVPH.00.022
"eesti keel algkursus iii , inglise keel baas , a1 . 2 > a2 . 1",FLLC.09.003
transkriptsioon,P2VK.02.374
lavaline häälekasutus ja hääletreening ii,P2VK.04.586
"hispaania keel algkursus ii , tase a1 . 1 > a1 . 2",FLKE.05.029
digitaalne helitöötlus,HVVK.02.008
füüsiline aktiivsus ja heaolu 2018 / 2019,HVVK.12.031
assistendipraktika teater,HVKU.05.009
ateism ja agnostitsism filosoofia,FLFI.04.074
sotsiaalaine õpetaja pidev praktika,SHHI.01.037
toitlustuskorraldus,P2PC.02.150
arranžeerimine i,P2VK.02.030
sotsiaalne innovatsioon ja ettevõtlus,SVPC.01.010
rakendussemiootika,FLSE.00.308
doktoriseminar geoloogia,LOOM.03.103
kultuurikorraldus praktika,HVKU.03.007
eesti pärimusmuusika i,P2VK.02.661
lastestomatoloogia,ARST.01.101
omakultuuriakadeemia 2018 / 2019,HVVK.12.026
inimene anatoomia ja füsioloogia kool,LTOM.05.005
praktiline radioloogia,ARRD.00.013
farmatseutiline tehnoloogia,MVFA.00.004
konstrueerimine,P2VK.04.654
arranžeerimine ii,P2VK.02.031
spaateenus arendamine,SVPC.02.010
majandusareng teooria ja praktika,MJRI.10.031
"erialane saksa keel arstiteadus üliõpilane ( 100%e - õpe ) , tase b2",HVLC.04.022
ruumiandmed stuudio,LTOM.02.011
menetluspraktika loodusteadus ja tehnoloogia,LTTI.00.013
eesti pärimustants,P2VK.04.546
doktorikursus geoinformaatika,LOOM.02.216
ansambel i,P2VK.02.708
arvutitehnoloogia,LOTI.05.058
praktiline kõnekunst,P2VK.05.390
lavaline liikumine,P2VK.04.592
etnoloogia ja folkloristika doktoriseminar,FLKU.03.008
õpiabi praktikum,SVHI.03.031
sissejuhatus kognitiiv - käitumisteraapia,SOPH.00.531
patsiendikeskne suhtlemine,MVPT.01.004
turundaja loovkursus,SVMJ.09.006
põhipill i,P2VK.02.461
sissejuhatus pärimusmuusika,HVVK.12.027
"vene keel füsioterapeut , tase a2 . 1 > a2 . 2",HVLC.05.004
esituskunst produktsioon meistriklass,HVVK.03.002
saksakeelne maa ajalugu i,HVLC.04.027
19 sajand teine poole ja 20 sajand filosoofia,FLFI.01.021
ülikool õppimine,SVHI.01.004
koolikeemia praktikum ii,LOKT.09.042
ülikool õpetamine praktika,HTHT.00.036
turismitoode disain ja arendus,P2PC.02.228
etenduskunst teooria ja praktiline lavastamine alune,P2VK.04.604
ajalugu ja mälu poliitika,SHRG.02.005
folkloristika mõiste ja meetod,FLKU.04.092
tutvumispraktika,P2PC.03.139
"vene keel grammatika i ( 100%e - õpe ) , tase a2",HVLC.05.033
koorijuhtimine i,P2VK.02.761
erialapraktika ii,P2VK.02.767
magistriseminar,SVMJ.00.007
"saksa keel grammatika i ( 100%e - õpe ) , tase a2",HVLC.04.018
tantsukompositsioon iii,P2VK.04.362
tantsuanalüüs,P2VK.04.388
improvisatsioon iii,P2VK.04.371
kodarraha valmistamine,HVVK.01.102
erialane praktika i,MTMS.02.041
etenduskunst multimeediaspetsialist eriala praktika,P2VK.04.557
laul ja hääleseade ii,P2VK.02.362
logopeedia praktika alakõne laps koolieelne lasteasutus,SHHI.03.051
rütm ja koordinatsioon,P2VK.04.387
loovtegevus juhendamine praktika i,P2VK.05.387
karjääriõpe ja karjääriteenus korraldamine,P2VK.05.386
"eesti keel intensiivkursus i . hääldamine ja kuulamine ( inglise keel baas ) , tase 0 > a2",HVLC.09.009
kõnehälve kliinik,ARNR.01.038
analüütiline kuulamine / akustiline solfedžo,P2VK.02.719
doktoriseminar botaanika ja mükoloogia,LOOM.01.096
kõrglahutus laserspektroskoopia,LOFY.02.037
teaduslik toimetamine põhimõte ja praktika,FLAJ.00.024
teaduslik uurimistöö meetod ja metodoloogia,FLAJ.00.023
põhipill i,P2VK.02.668
magistriseminar,MJ00.00.054
andragoogika kutseõpetaja,SVHI.01.067
kosmos ja militaartehnoloogia seminar,LTTO.00.003
"prantsuse keel kesktase i , b1 . 1 > b1 . 2",HVLC.03.012
akustika alune ja helitrakt,HVVK.02.007
eesti loodusgeograafia,LOOM.02.173
lavastus struktuur ja toimimine tantsuõpetaja ja koreograaf,P2VK.04.562
tantsuajalugu i,P2VK.04.389
sotsiaalkaitse õiguslik alune,SVPC.03.002
enamlevinu haigus,MVPT.01.001
teatriajalugu,P2VK.04.631
hariduslik erivajadus laps ja hariduskorraldus,HTEP.01.232
tõlkepraktika,FLGR.04.709
näitlejatöö erialapraktika ii,P2VK.04.608
doktoriseminar i,MV00.00.011
valgustus alune,P2VK.02.747
sissejuhatus ettevõtlus,MJJV.03.184
filosoofia ajalugu ii,FLFI.01.104
loovus ja tegevusõpe alune,P2VK.05.385
spetsialiseerumisaine praktiline filosoofia iii,FLFI.02.132
ansambel ii,P2VK.02.679
farmakoepidemioloogia ja farmakoökonoomika,MVFA.00.017
doktorikursus loodusgeograafia,LOOM.02.215
kultuuriteooria ja ühiskond,HVKU.03.017
20 sajand muusikalugu i,P2VK.02.706
infokorraldus praktika ja kogemusanalüüs ii,SVUH.04.015
erialane praktika ii,MTMS.02.042
saksa kultuuriajalugu seminar,HVLC.04.024
projektipraktika,SVUH.04.004
neurogenees,ARFR.02.024
stohhastikk füüsik,LOFY.04.052
kirjandusteoreetiline valikküsimus,FLGR.04.489
helidisain ii,P2VK.02.287
õppekavaarendus erivajadus osas,HTEP.01.150
etenduskunst visuaaltehnoloogia eriala praktika,P2VK.04.541
eetika peateema,FLFI.02.148
kunstiajalugu ajalugu i,FLAJ.05.127
sissejuhatus ökonomeetrias,SVMJ.04.010
välitöö praktika,HVVK.01.069
erialane praktika,LOTI.05.045
multimeedia infokorraldus,SHZU.04.007
hispaania keel algaja,SVPC.00.003
raviaine metabolism,MVFA.00.014
lavakõne,P2VK.04.582
ansambel ii,P2VK.02.465
infotehnoloogia alune,P2VK.04.543
uurimistöö,MVSF.00.006
kolonialism ja postkolonialism,HVAJ.06.005
doktorikursus inimgeograafia ja regionaalplaneerimine,LOOM.02.217
magistriseminar mõõteteadus,LOKT.06.036
praktika,LOOM.00.032
viha valitsemine,P2PC.03.142
praktika ( majandusarvestus ),MJJV.12.004
anestesioloogia ja intensiivravi,ARAI.01.047
inimeseõpetus didaktika põhikool ja gümnaasium aste,SHHI.01.035
ansambel i,P2VK.02.464
keel ja kultuurikohvik i,SVNC.00.068
"vene keel algtase ii ( inglise keel baas ) , tase a1 > a2",HVLC.05.013
praktika,SVPC.00.025
loovtegevus,P2VK.05.257
rahvalaul õpetamine didaktika,P2VK.02.765
põhipill iv,P2VK.02.754
uurimistöö füsioteraapia eriala,KKSB.05.089
metaeetika,FLFI.02.122
kaasus lahendamine,SVPC.01.006
keskkonnakaugseire ii,LTTO.00.009
erialane inglise keel eripedagoog ( b 1 keeletase ),SVHI.02.005
laul ja hääleseade iii,P2VK.02.363
